UF,MT
Cidade,PARANAITA
Nome Posto,PARANAITA
Latitude,-9.693888888888889
Longitude,-56.47416666666667
Codigo,956002
Qtd. Anos,21
Ano,Maxima
1999,56.9
2000,88.8
2001,84.4
2002,116
2003,81.5
2004,73.4
2005,98
2006,106.8
2007,88.5
2008,84.9
2009,81.3
2010,89.8
2011,74.3
2012,129.7
2013,109
2014,72.4
2015,63.5
2016,128.3
2017,83.5
2018,83.5
2019,61.8
