UF,MT
Cidade,GENERAL CARNEIRO
Nome Posto,FAZENDA ANJO DA GUARDA
Latitude,-15.541944444444445
Longitude,-53.45194444444445
Codigo,1553003
Qtd. Anos,21
Ano,Maxima
1999,72
2000,108.5
2001,83.6
2002,106
2003,67
2004,92.5
2005,80.2
2006,90.5
2007,121
2008,72.5
2009,85.5
2010,120
2011,78
2012,81
2013,252
2014,74
2015,130
2016,70.5
2017,123
2018,93
2019,120
