UF,MT
Cidade,SANTA CARMEM
Nome Posto,SANTA FELICIDADE
Latitude,-11.929166666666665
Longitude,-54.99805555555556
Codigo,1154001
Qtd. Anos,34
Ano,Maxima
1983,137.2
1984,73
1985,102
1986,76.4
1987,81.2
1988,107.2
1989,76.2
1993,66.8
1994,81
1995,84.8
1996,92.8
1997,82
1998,75
1999,117.1
2000,126.5
2001,74.5
2002,72
2003,93.5
2004,405
2005,89.7
2006,96.2
2007,98.2
2008,93.1
2009,83.2
2010,150
2011,118
2012,106
2013,101
2014,100.8
2015,100.9
2016,100.8
2017,100
2018,101.8
2019,100.8
