UF,MT
Cidade,NOBRES
Nome Posto,FAZENDA RIO NOVO
Latitude,-14.220555555555556
Longitude,-55.50666666666667
Codigo,1455009
Qtd. Anos,21
Ano,Maxima
2000,79
2001,85.1
2002,150.5
2003,86.9
2004,242.9
2005,120
2006,137.2
2007,83.7
2008,80
2009,57.3
2010,123.4
2011,86.8
2012,54
2013,80
2014,74
2015,46.6
2016,32.7
2017,108
2018,61.5
2019,70.2
2020,32.5
