UF,MT
Cidade,VILA RICA
Nome Posto,VILA RICA
Latitude,-10.01888888888889
Longitude,-51.12277777777778
Codigo,951000
Qtd. Anos,37
Ano,Maxima
1983,60
1984,77
1985,97
1986,68
1987,100
1988,81
1989,85
1990,106
1991,62.2
1992,73
1993,87.5
1994,88.4
1995,85
1996,84.3
1997,125
1998,77.5
1999,74.4
2000,119.1
2001,55
2002,106.5
2003,127.2
2004,113.2
2005,124.3
2006,88.4
2007,40.5
2008,66.1
2009,117.8
2010,72.4
2011,86.9
2012,120.9
2013,115.1
2014,101.8
2015,59.6
2016,117.2
2017,109.9
2018,92
2019,101.2
