UF,MT
Cidade,ARIPUANA
Nome Posto,FAZENDA MUIRAQUITA
Latitude,-10.434444444444445
Longitude,-60.55722222222222
Codigo,1060001
Qtd. Anos,21
Ano,Maxima
1999,92.1
2000,63.2
2001,146.9
2002,114.5
2003,115
2004,124.3
2005,128
2006,92.8
2007,132.5
2008,83.4
2009,102
2010,141.6
2011,175.8
2012,75.3
2013,151.8
2014,72.7
2015,89.3
2016,113
2017,87.6
2018,110
2019,73
