UF,MT
Cidade,APIACAS
Nome Posto,NOVO PLANETA
Latitude,-9.56638888888889
Longitude,-57.39472222222222
Codigo,957001
Qtd. Anos,33
Ano,Maxima
1982,79.8
1983,103
1984,79.4
1985,72.7
1986,260.9
1987,40.4
1993,54.3
1994,84.5
1995,69.3
1996,60
1997,69.9
1998,108.2
1999,60
2000,51.3
2001,67.2
2002,105.1
2003,160.8
2004,291.9
2005,251
2006,82.3
2007,82
2008,88.5
2009,117.7
2010,117.8
2011,55.6
2012,87.6
2013,157.2
2014,87.7
2015,65.3
2016,91.2
2017,95.3
2018,94.3
2019,59.4
