UF,MT
Cidade,NOVA LACERDA
Nome Posto,NOVA LACERDA
Latitude,-14.469444444444445
Longitude,-59.59388888888889
Codigo,1459003
Qtd. Anos,21
Ano,Maxima
1999,96.6
2000,90
2001,90
2002,54.3
2003,77
2004,86.3
2005,74.2
2006,82.8
2007,92.9
2008,151.2
2009,95.2
2010,72
2011,86.6
2012,65.1
2013,81.8
2014,81.1
2015,58.7
2016,51.8
2017,41.3
2018,185
2019,96
