UF,MT
Cidade,PARANATINGA
Nome Posto,FAZENDA ITAGUACU
Latitude,-13.138055555555555
Longitude,-54.443888888888885
Codigo,1354002
Qtd. Anos,16
Ano,Maxima
2003,151.5
2004,71
2005,62.2
2006,63.4
2007,96.4
2008,120
2009,90
2010,130.6
2011,133.1
2012,505
2013,92
2015,58.5
2016,140
2017,78.9
2018,98.6
2019,80.3
