UF,MT
Cidade,CASTANHEIRA
Nome Posto,CASTANHEIRA
Latitude,-11.139999999999999
Longitude,-58.61611111111111
Codigo,1158004
Qtd. Anos,16
Ano,Maxima
2004,64.4
2005,77.8
2006,105.3
2007,89.3
2008,81
2009,94
2010,140
2011,66.4
2012,108
2013,155.8
2014,58.9
2015,89.9
2016,110
2017,135.9
2018,138
2019,90.8
