UF,MT
Cidade,GUARANTA DO NORTE
Nome Posto,GUARANTA DO NORTE
Latitude,-9.975555555555555
Longitude,-54.90416666666667
Codigo,954002
Qtd. Anos,16
Ano,Maxima
2004,332.7
2005,123.5
2006,101
2007,91.6
2008,98.6
2009,110.2
2010,110.5
2011,130
2012,90.2
2013,90.2
2014,90.2
2015,111.9
2016,173.1
2017,72.8
2018,86.9
2019,65
