UF,MT
Cidade,ALTA FLORESTA
Nome Posto,ESTANCIA BURITI
Latitude,-10.389444444444443
Longitude,-56.41722222222222
Codigo,1056001
Qtd. Anos,20
Ano,Maxima
2000,9.9
2001,101.2
2002,134.1
2003,87.3
2004,90.5
2005,102.9
2006,76
2007,87.8
2008,93.4
2009,116.7
2010,90.6
2011,91
2012,68.7
2013,113.1
2014,112.3
2015,76.3
2016,178.3
2017,77.6
2018,147.5
2019,86.1
