UF,MT
Cidade,RIBEIRAO CASCALHEIRA
Nome Posto,VILA BERRANTE
Latitude,-12.805000000000001
Longitude,-51.019444444444446
Codigo,1251002
Qtd. Anos,20
Ano,Maxima
2000,100.5
2001,69.2
2002,136.3
2003,107.1
2004,94.4
2005,99.1
2006,70.4
2007,50.4
2008,96
2009,86.6
2010,76
2011,93.6
2012,79.3
2013,118.7
2014,67.4
2015,64
2016,105.8
2017,55.9
2018,59.7
2019,55.9
