UF,MT
Cidade,TERRA NOVA DO NORTE
Nome Posto,TERRA NOVA DO NORTE
Latitude,-10.604444444444445
Longitude,-55.10333333333333
Codigo,1055004
Qtd. Anos,20
Ano,Maxima
2000,138.3
2001,70.7
2002,110
2003,86
2004,95.7
2005,95.3
2006,110.4
2007,103.7
2008,78.8
2009,73.2
2010,113.3
2011,142.8
2012,64.2
2013,88
2014,179.5
2015,117.5
2016,102.1
2017,98.7
2018,123
2019,113.7
