UF,MT
Cidade,PORTO DOS GAUCHOS
Nome Posto,OLHO D'AGUA
Latitude,-11.715
Longitude,-57.04194444444444
Codigo,1157002
Qtd. Anos,21
Ano,Maxima
2000,99.1
2001,117.7
2002,130
2003,117.6
2004,93.5
2005,75
2006,123.1
2007,74.9
2008,80
2009,90.1
2010,130.6
2011,109.2
2012,89.6
2013,158.2
2014,115.5
2015,99.7
2016,69.5
2017,82.7
2018,91.6
2019,89.5
2020,87.2
