UF,MT
Cidade,POXOREO
Nome Posto,POXOREO
Latitude,-15.833333333333334
Longitude,-54.38333333333333
Codigo,1554004
Qtd. Anos,21
Ano,Maxima
1976,60.2
1977,69
1978,120
1979,64.4
1980,77.4
1981,88
1982,76.5
1983,97.3
1984,57.8
1985,73.3
1986,78.6
1987,89.4
1988,90
1989,136.8
1990,88.5
1991,135.2
1992,115
1993,57
1994,49.8
1995,48.7
1998,68
