UF,MT
Cidade,COTRIGUACU
Nome Posto,COLNIZA
Latitude,-9.45611111111111
Longitude,-58.22416666666667
Codigo,958002
Qtd. Anos,20
Ano,Maxima
2000,77.3
2001,85.8
2002,54.2
2003,89.7
2004,154.9
2005,174.2
2006,93.9
2007,81.2
2008,93.5
2009,138.5
2010,89.5
2011,89.7
2012,95.5
2013,109.9
2014,91.2
2015,105.5
2016,133.5
2017,128.7
2018,103
2019,113.9
