UF,MT
Cidade,CHAPADA DOS GUIMARAES
Nome Posto,UHE MANSO RIO QUILOMBO
Latitude,-15.21361111111111
Longitude,-55.64111111111111
Codigo,1555010
Qtd. Anos,16
Ano,Maxima
2001,59.6
2002,79.4
2003,62.2
2004,60
2005,99.9
2006,100.1
2007,85
2008,94
2009,56.3
2010,74.1
2011,76.8
2012,56.8
2013,58.4
2014,30.4
2015,59.8
2016,46
