UF,MT
Cidade,COMODORO
Nome Posto,PORTO AZEITE
Latitude,-13.730555555555556
Longitude,-60.58833333333334
Codigo,1360003
Qtd. Anos,21
Ano,Maxima
1999,30.7
2000,63
2001,73.3
2002,55.9
2003,56.8
2004,76.3
2005,81.7
2006,94
2007,70.6
2008,147.5
2009,192
2010,72.8
2011,52
2012,112
2013,70
2014,109.5
2015,65.1
2016,110.4
2017,55.3
2018,65.3
2019,95
