UF,MT
Cidade,RONDOLANDIA
Nome Posto,FAZENDA CASTANHAL
Latitude,-10.396944444444443
Longitude,-61.04527777777778
Codigo,1061002
Qtd. Anos,29
Ano,Maxima
1982,87.7
1983,92.8
1984,100
1985,92.4
1986,120
1987,141
1988,76.8
1989,124
1999,40.4
2000,98.9
2001,208.6
2002,140.4
2003,90.8
2004,76.7
2005,61.4
2006,98.1
2007,62
2008,70
2009,72.3
2010,94.4
2011,74.4
2012,74.2
2013,180
2014,114
2015,117
2016,94.4
2017,138.8
2018,106
2019,95.4
