UF,MT
Cidade,SAPEZAL
Nome Posto,FAZENDA TUCUNARE
Latitude,-13.466666666666667
Longitude,-58.975
Codigo,1358002
Qtd. Anos,37
Ano,Maxima
1983,118.2
1984,141.6
1985,88
1986,95
1987,40
1988,70
1989,80
1990,109
1991,156.1
1992,66.6
1993,94.5
1994,75.6
1995,112
1996,98.2
1997,84
1998,70
1999,178.2
2000,96.2
2001,78.2
2002,206
2003,95.7
2004,99.7
2005,126.4
2006,97.8
2007,134.8
2008,98.7
2009,78.2
2010,89.5
2011,97.1
2012,82.7
2013,71.2
2014,98.7
2015,71.8
2016,57.3
2017,82.8
2018,67.5
2019,91.8
