UF,AL
Cidade,CORURIPE
Nome Posto,CAMACARI
Latitude,-10.03138888888889
Longitude,-36.303888888888885
Codigo,1036062
Qtd. Anos,31
Ano,Maxima
1989,45.7
1990,79.1
1991,42
1992,111.9
1993,120
1994,100.2
1995,109.1
1996,153.8
1997,71.6
1998,49.8
1999,77.1
2000,74
2001,66
2002,111.8
2003,35
2004,51
2005,194
2006,66
2007,129.2
2008,91.2
2009,85.3
2010,112.7
2011,109.5
2012,74.2
2013,65.6
2014,83.5
2015,70
2016,53.5
2017,98
2018,45
2019,44.4
