UF,AL
Cidade,RIO LARGO
Nome Posto,FAZENDA BOA FORTUNA
Latitude,-9.4675
Longitude,-35.85638888888889
Codigo,935056
Qtd. Anos,31
Ano,Maxima
1989,50.5
1990,57.4
1991,88
1992,75.5
1993,86
1994,101.1
1995,94.6
1996,126.9
1997,162.8
1998,71.8
1999,49.7
2000,199
2001,84
2002,94.8
2003,70.9
2004,121.2
2005,63.4
2006,69.4
2007,71.1
2008,189.9
2009,92.2
2010,203.7
2011,97.9
2012,51.5
2013,98.4
2014,74.8
2015,74.5
2016,99.6
2017,125.8
2018,90.8
2019,63.9
