UF,AL
Cidade,PORTO DE PEDRAS
Nome Posto,PORTO DE PEDRAS (DNOS)
Latitude,-9.166666666666666
Longitude,-35.3
Codigo,935019
Qtd. Anos,16
Ano,Maxima
1963,100
1964,126.6
1965,75.4
1966,82.4
1967,70.2
1968,78.6
1969,105.4
1970,83.4
1971,62.3
1972,50.3
1973,140.3
1974,108.6
1975,87.9
1976,98.7
1977,132.9
1994,120.4
