UF,AL
Cidade,SAO JOSE DA LAJE
Nome Posto,SAO JOSE DA LAJE
Latitude,-9.004166666666666
Longitude,-36.051111111111105
Codigo,936112
Qtd. Anos,30
Ano,Maxima
1990,18.8
1991,80.4
1992,89.9
1993,79.6
1994,69
1995,59.7
1996,72.2
1997,180
1998,67
1999,39.4
2000,95.5
2001,84
2002,72.2
2003,73.4
2004,72.8
2005,66
2006,47
2007,53.4
2008,68
2009,75.8
2010,81.2
2011,77
2012,24
2013,87.3
2014,81.3
2015,36
2016,40.5
2017,53.3
2018,46
2019,44.4
