UF,AL
Cidade,MARECHAL DEODORO
Nome Posto,MARECHAL DEODORO
Latitude,-9.716388888888888
Longitude,-35.891666666666666
Codigo,935057
Qtd. Anos,30
Ano,Maxima
1990,24.1
1991,65.6
1992,108.7
1993,117
1994,156.8
1995,97.3
1996,95
1997,122.7
1998,60.1
1999,105.9
2000,115.3
2001,84.5
2002,113.7
2003,55.1
2004,145.5
2005,101
2006,98.8
2007,96.1
2008,91.3
2009,138.5
2010,177.1
2011,149.5
2012,82.5
2013,122
2014,78.3
2015,85.5
2016,76.5
2017,128.5
2018,97.5
2019,68.9
