UF,AL
Cidade,MACEIO
Nome Posto,SAUDE
Latitude,-9.533333333333333
Longitude,-35.63333333333333
Codigo,935024
Qtd. Anos,30
Ano,Maxima
1963,125
1964,150
1965,105.6
1966,90
1967,153
1968,62
1969,125.8
1970,154.4
1971,87.3
1972,113.6
1973,127
1974,89.4
1975,78.3
1976,89
1977,90.4
1978,84
1979,75.1
1980,20
1981,25
1982,25
1983,25
1984,74.4
1985,92
1986,155
1987,80.4
1988,200
1989,123.8
1990,80.8
1991,70
1994,60
