UF,AL
Cidade,BOCA DA MATA
Nome Posto,FAZENDA VARRELA
Latitude,-9.7
Longitude,-36.05
Codigo,936016
Qtd. Anos,31
Ano,Maxima
1963,71.4
1964,88.3
1965,71
1966,108
1967,88.6
1968,125.2
1969,50
1970,62
1971,50
1972,83.6
1973,25
1974,75
1975,108.2
1976,56
1977,72.8
1978,150.7
1979,6.8
1980,120.6
1981,95.8
1982,101.6
1983,67.2
1984,69
1985,97
1986,92
1987,134
1988,105.2
1989,136
1990,55.4
1991,42.8
1994,118.6
1996,8.4
