UF,AL
Cidade,JACUIPE
Nome Posto,JACUIPE
Latitude,-8.841944444444445
Longitude,-35.4475
Codigo,835139
Qtd. Anos,31
Ano,Maxima
1989,95.6
1990,88.4
1991,77.2
1992,103.2
1993,53.5
1994,80.7
1995,70.1
1996,75
1997,90.3
1998,96.2
1999,45.3
2000,158.2
2001,70.7
2002,94.1
2003,57.4
2004,99.9
2005,83.7
2006,70.3
2007,86.3
2008,54.7
2009,72
2010,180.6
2011,104.1
2012,56.1
2013,68
2014,67.5
2015,88.2
2016,118
2017,88.2
2018,112.7
2019,82
