UF,AL
Cidade,IGREJA NOVA
Nome Posto,IGREJA NOVA
Latitude,-10.116666666666667
Longitude,-36.65
Codigo,1036003
Qtd. Anos,36
Ano,Maxima
1963,106
1964,125
1965,40.3
1966,66
1967,70
1968,96
1969,46.2
1970,54.8
1971,61.8
1972,53.1
1973,49.1
1974,41.4
1975,94.5
1976,100.5
1977,85.8
1978,80.5
1979,66
1980,50.2
1981,76.4
1982,70
1983,36.6
1984,80.2
1985,90.6
1986,79.5
1987,117.2
1988,69.2
1989,89.4
1990,38.1
1991,114.8
1994,73
1995,60.4
1996,28.1
1997,49
1998,39.4
1999,84
2000,52.2
