UF,AL
Cidade,PORTO DE PEDRAS
Nome Posto,TATUAMUNHA
Latitude,-9.233333333333333
Longitude,-35.35
Codigo,935028
Qtd. Anos,36
Ano,Maxima
1963,36.3
1964,130.2
1965,46
1966,16.2
1967,16.2
1968,64.2
1969,40
1970,62.5
1971,75
1972,79.7
1973,120
1974,98.8
1975,134
1976,75.8
1977,100.8
1978,100.8
1979,75.8
1980,170
1981,107
1982,91
1983,88.8
1984,75.9
1985,85.6
1986,80.6
1987,98.2
1988,80.2
1989,90
1990,60.4
1991,60
1994,60.2
1996,35
1997,150
1998,69
1999,80
2000,180
2001,7
