UF,AL
Cidade,SANTANA DO MUNDAU
Nome Posto,SANTANA DO MUNDAU
Latitude,-9.168888888888889
Longitude,-36.219722222222224
Codigo,936114
Qtd. Anos,30
Ano,Maxima
1990,19.3
1991,67.5
1992,49.4
1993,100.2
1994,73.5
1995,63.5
1996,54.3
1997,85.2
1998,86.1
1999,58.3
2000,121
2001,90.2
2002,63.4
2003,70.2
2004,142
2005,58.6
2006,80.2
2007,9.9
2008,123.3
2009,83
2010,98.1
2011,65.2
2012,37.1
2013,78.7
2014,51.9
2015,40.3
2016,22
2017,86.7
2018,69
2019,42.1
