UF,AL
Cidade,ARAPIRACA
Nome Posto,ARAPIRACA
Latitude,-9.75
Longitude,-36.65
Codigo,936066
Qtd. Anos,29
Ano,Maxima
1963,27
1964,28.4
1965,25.3
1966,50.7
1967,20
1968,30.1
1969,26.1
1970,60.4
1971,16
1972,75
1973,83.8
1974,52.8
1975,72
1976,64
1977,90.2
1978,101
1979,32.8
1980,35.2
1981,82.2
1982,43.8
1983,31
1984,27
1985,50
1986,38
1987,40.2
1988,36.8
1989,25
1990,25
1991,28
