UF,AP
Cidade,TARTARUGALZINHO
Nome Posto,TARTARUGAL GRANDE
Latitude,0.6022222222222222
Longitude,-50.92361111111111
Codigo,8150001
Qtd. Anos,23
Ano,Maxima
1997,64.1
1998,60.8
1999,59.6
2000,59.4
2001,118.8
2002,109.2
2003,128.7
2004,97.2
2005,92.3
2006,65.8
2007,527.5
2008,88.6
2009,74.5
2010,133.4
2011,83.4
2012,83.8
2013,79.5
2014,122.7
2015,99.5
2016,99.5
2017,163.8
2018,164.5
2019,162.1
