UF,AP
Cidade,MACAPA
Nome Posto,CARMO
Latitude,-0.5080555555555556
Longitude,-50.748333333333335
Codigo,8050000
Qtd. Anos,36
Ano,Maxima
1984,51.4
1985,92
1986,69.5
1987,55.7
1988,55.7
1989,75.5
1990,98
1991,58.9
1992,34.5
1993,10.7
1994,63.3
1995,45.1
1996,142.2
1997,42.8
1998,203.4
1999,40.8
2000,77.3
2001,59.9
2002,99
2003,121.9
2004,78.9
2005,106.8
2006,57.5
2007,83.8
2008,114.7
2009,53.1
2010,86.9
2011,37.8
2012,63.6
2013,42.1
2014,67.5
2015,62.6
2016,61.5
2017,63.6
2018,88.6
2019,89.1
