UF,PI
Cidade,SANTA CRUZ DOS MILAGRES
Nome Posto,SANTA CRUZ DOS MILAGRES
Latitude,-5.800277777777778
Longitude,-41.95944444444445
Codigo,541014
Qtd. Anos,16
Ano,Maxima
2004,125.5
2005,46.4
2006,101.7
2007,40
2008,78.3
2009,102.7
2010,81.3
2011,152.2
2012,85.3
2013,71.9
2014,54.1
2015,48.5
2016,116
2017,62.6
2018,172.5
2019,72.2
