UF,PI
Cidade,MANOEL EMIDIO
Nome Posto,PONTE BR-324
Latitude,-8.09388888888889
Longitude,-43.81444444444444
Codigo,843010
Qtd. Anos,16
Ano,Maxima
2004,66.3
2005,113.4
2006,108.3
2007,73.9
2008,68.7
2009,105.6
2010,107.6
2011,58.5
2012,73.4
2013,65.1
2014,52.1
2015,43.8
2016,70.8
2017,64.7
2018,68.2
2019,55.4
