UF,PI
Cidade,CONCEICAO DO CANINDE
Nome Posto,PEDRA REDONDA
Latitude,-8.005555555555556
Longitude,-41.50138888888889
Codigo,841017
Qtd. Anos,28
Ano,Maxima
1992,28
1993,48
1994,50
1995,66
1996,58
1997,83.3
1998,54.7
1999,59
2000,81.5
2001,49.3
2002,71.2
2003,90
2004,135
2005,51
2006,71.7
2007,53.7
2008,60.2
2009,61.4
2010,48.3
2011,43.9
2012,27.7
2013,42.5
2014,78.9
2015,95.7
2016,66.2
2017,48.3
2018,87.5
2019,35.7
