UF,PI
Cidade,URUCUI
Nome Posto,FAZENDA BANDEIRA
Latitude,-7.395833333333334
Longitude,-44.611666666666665
Codigo,744011
Qtd. Anos,16
Ano,Maxima
2004,54.4
2005,96.2
2006,75.6
2007,85.6
2008,68.4
2009,56.4
2010,70.4
2011,64.2
2012,63.2
2013,136
2014,54.8
2015,60.7
2016,82.5
2017,70.3
2018,53.4
2019,50.2
