UF,PI
Cidade,MONTE ALEGRE DO PIAUI
Nome Posto,CONTRATO (UNIAO)
Latitude,-9.72888888888889
Longitude,-45.028055555555554
Codigo,945016
Qtd. Anos,16
Ano,Maxima
2004,52.2
2005,85.3
2006,78.3
2007,76.7
2008,71.1
2009,99.5
2010,46.5
2011,76.9
2012,83.7
2013,95.9
2014,55.3
2015,70
2016,100.6
2017,54.9
2018,100.4
2019,94.3
