UF,PI
Cidade,PASSAGEM FRANCA DO PIAUI
Nome Posto,PASSAGEM FRANCA II
Latitude,-5.858333333333333
Longitude,-42.43527777777778
Codigo,542023
Qtd. Anos,16
Ano,Maxima
2004,6.4
2005,134.6
2006,79.5
2007,49.5
2008,115
2009,108.5
2010,100.9
2011,131.8
2012,68.6
2013,54.7
2014,83.2
2015,81.5
2016,116.4
2017,96.6
2018,82.5
2019,110.6
