UF,PI
Cidade,CANTO DO BURITI
Nome Posto,CANTO DO BURITI
Latitude,-8.116666666666667
Longitude,-42.95
Codigo,842001
Qtd. Anos,36
Ano,Maxima
1962,90
1963,87.2
1964,86.4
1965,59.4
1966,61.2
1967,45.2
1968,55.6
1969,66.2
1970,60.2
1971,63.8
1972,75
1973,74
1974,94
1975,64.6
1976,62
1977,140.6
1978,144
1979,145
1980,116
1981,95
1982,76
1983,84
1984,110
1985,106
1991,114
1992,69
1993,68
1994,69
1995,96
1996,108.2
1997,83
1998,50
1999,150
2000,80
2001,58
2002,55
