UF,PI
Cidade,AGRICOLANDIA
Nome Posto,AGRICOLANDIA
Latitude,-5.761111111111111
Longitude,-42.666666666666664
Codigo,542020
Qtd. Anos,19
Ano,Maxima
1984,14.7
1985,100.9
1986,65.4
1987,76.4
1988,115.8
1989,161.6
1990,75.8
1991,100.8
1992,120
1993,66
1994,57.5
1995,130
1996,87
1997,88
1998,90
1999,82
2000,70
2001,76
2002,75
