UF,PI
Cidade,ALVORADA DO GURGUEIA
Nome Posto,VALE DO GURGUEIA
Latitude,-8.416666666666666
Longitude,-43.71666666666667
Codigo,843008
Qtd. Anos,25
Ano,Maxima
1979,71.8
1982,33.2
1983,52.6
1984,50
1985,63.4
1993,32
1994,55
1995,68.2
1996,53
1997,70
1998,81.4
1999,72
2000,80.3
2001,71
2002,22
2003,52.3
2004,75.6
2005,56.3
2006,77.4
2007,70
2008,65.4
2009,93.8
2010,97.8
2011,125
2012,42.1
