UF,PI
Cidade,PARNAIBA
Nome Posto,PARNAIBA
Latitude,-2.9166666666666665
Longitude,-41.78333333333333
Codigo,241001
Qtd. Anos,22
Ano,Maxima
1964,95
1965,134.3
1966,74.5
1967,74.5
1968,76.8
1969,122.9
1970,68.8
1971,111.9
1972,95.9
1973,74.3
1974,128.6
1975,91.1
1976,142.5
1977,87.4
1978,87.1
1979,80
1980,0.8
1981,112.9
1982,57.8
1983,64.1
1984,71
1985,122
