UF,PI
Cidade,ITAUEIRA
Nome Posto,PIRIPIRIZINHO
Latitude,-7.416666666666667
Longitude,-43.18333333333333
Codigo,743006
Qtd. Anos,36
Ano,Maxima
1962,62.3
1963,78.5
1964,80.8
1965,81
1966,116
1967,77
1968,88.1
1969,54
1970,78
1971,100.8
1972,62
1973,120
1974,123.4
1975,57.5
1976,67.2
1977,77.5
1978,86.5
1979,65.4
1980,101.2
1981,75.2
1982,123.2
1983,76.3
1984,112.3
1985,98.5
1986,78.3
1987,76.3
1988,67.4
1989,76.4
1990,93.5
1991,96.4
1995,46.2
1996,78.3
1997,72.3
1998,72.3
1999,78.3
2000,47.3
