UF,PI
Cidade,ITAUEIRA
Nome Posto,BOM JESUS DO ITAUEIRA
Latitude,-7.083333333333333
Longitude,-43.016666666666666
Codigo,743001
Qtd. Anos,30
Ano,Maxima
1962,37
1963,82
1964,81.4
1965,100.1
1966,66.2
1967,65.3
1968,50.1
1969,63.1
1970,143.1
1971,73
1972,88.7
1973,171.4
1974,80
1975,103
1976,80.8
1977,84.8
1978,129.5
1979,109
1980,104.6
1981,91
1982,99.8
1983,108.7
1984,69.8
1985,120.8
1986,71.3
1987,64.7
1988,72.5
1989,97.5
1990,133.6
1991,48
