UF,RO
Cidade,JI-PARANA
Nome Posto,JI-PARANA
Latitude,-10.849444444444446
Longitude,-61.93055555555555
Codigo,1061001
Qtd. Anos,23
Ano,Maxima
1975,81
1976,108
1977,121.2
1978,130.6
1979,104
1980,94.3
1981,65.4
1982,138
1983,89
1984,83.5
1985,72.2
1986,79
1987,130
1988,107.8
1989,72.4
1990,115
1991,170
1992,98.4
1993,97.6
1994,102.8
1995,90.7
1996,58.7
1997,103.2
