UF,RO
Cidade,OURO PRETO DO OESTE
Nome Posto,RONDOMINAS (BARROCAS)
Latitude,-10.516944444444444
Longitude,-62.00138888888889
Codigo,1061003
Qtd. Anos,32
Ano,Maxima
1987,91.4
1988,120
1989,65
1991,123.6
1992,98.8
1993,96.3
1994,122.5
1995,102.3
1996,114.3
1997,86.6
1998,98.6
1999,91.3
2000,97.8
2001,116.9
2002,102.9
2003,65
2004,114.5
2005,140.8
2006,88.9
2007,92.6
2008,101.1
2009,100
2010,90
2011,93.9
2012,105.1
2013,91.4
2014,107.2
2015,112.7
2016,115.6
2017,54
2018,67.4
2019,119.2
