UF,RO
Cidade,THEOBROMA
Nome Posto,THEOBROMA
Latitude,-10.236388888888888
Longitude,-62.34583333333334
Codigo,1062004
Qtd. Anos,33
Ano,Maxima
1987,100.4
1988,98.4
1989,77
1990,67.8
1991,68.1
1992,103.1
1993,73.5
1994,112.6
1995,71.9
1996,103.1
1997,72.6
1998,134.2
1999,63
2000,123.6
2001,80
2002,124.3
2003,76
2004,81.6
2005,106.3
2006,95.3
2007,113.5
2008,59.5
2009,118.9
2010,103.5
2011,95.7
2012,107.3
2013,176.9
2014,122.3
2015,113.9
2016,132
2017,160.2
2018,98.7
2019,123
