UF,RO
Cidade,PARECIS
Nome Posto,PARECIS
Latitude,-12.209166666666667
Longitude,-61.62861111111111
Codigo,1261001
Qtd. Anos,21
Ano,Maxima
1999,59.5
2000,57.4
2001,95.1
2002,92.3
2003,68.8
2004,80.1
2005,65.3
2006,98.5
2007,110.5
2008,99.4
2009,109.1
2010,72.5
2011,86.7
2012,86.2
2013,53.3
2014,121.9
2015,97.3
2016,151.4
2017,81.3
2018,130
2019,111.6
