UF,RO
Cidade,MACHADINHO D'OESTE
Nome Posto,FABIO (BOLICHE)
Latitude,-9.681388888888888
Longitude,-61.97888888888889
Codigo,961003
Qtd. Anos,31
Ano,Maxima
1987,102.4
1988,82.2
1989,59.4
1992,47
1993,98.5
1994,92.1
1995,89.5
1996,80
1997,89
1998,100
1999,81.1
2000,76.3
2001,114
2002,147
2003,95.7
2004,98.1
2005,150.2
2006,147.7
2007,80.1
2008,85.2
2009,85.2
2010,165
2011,82.7
2012,98.1
2013,192.5
2014,161
2015,81.3
2016,90
2017,102.4
2018,106.4
2019,98.3
