UF,RO
Cidade,ALTA FLORESTA D'OESTE
Nome Posto,IZIDOLANDIA
Latitude,-12.601388888888888
Longitude,-62.17833333333333
Codigo,1262001
Qtd. Anos,21
Ano,Maxima
1999,109
2000,48.5
2001,70
2002,94
2003,104.5
2004,81
2005,54.5
2006,95
2007,88
2008,86.9
2009,81.9
2010,123.4
2011,70.9
2012,115.5
2013,81.5
2014,90
2015,71
2016,94.7
2017,82.3
2018,90.5
2019,99.6
