UF,RO
Cidade,PORTO VELHO
Nome Posto,MINERACAO JACUNDA
Latitude,-9.179166666666665
Longitude,-62.95305555555556
Codigo,962001
Qtd. Anos,27
Ano,Maxima
1981,100
1982,117.6
1983,150
1984,112.3
1985,98.2
1986,53.2
1987,95.2
1988,68.1
1989,97
1990,135.9
1991,218
1992,108.9
1993,101
1994,83.3
1995,80.3
1996,98.9
1997,77.2
1998,99.3
1999,123.9
2000,140
2001,124.9
2002,131.5
2003,114.2
2004,185
2005,117
2006,118.1
2007,179.1
