UF,PA
Cidade,ITAITUBA
Nome Posto,KM 1027 DA BR-163
Latitude,-7.510833333333333
Longitude,-55.26361111111111
Codigo,655001
Qtd. Anos,37
Ano,Maxima
1982,35
1983,150.5
1984,90.7
1985,80.7
1986,90
1987,75.2
1988,70
1989,76.8
1990,75
1991,80
1992,104.2
1993,70
1994,98.5
1995,53.3
1996,82
1997,103.7
1998,53.1
1999,110.4
2000,75
2001,51.7
2002,57.6
2004,97
2005,87.5
2006,97.6
2007,138
2008,83.8
2009,155.3
2010,106
2011,85.4
2012,87
2013,78
2014,97.5
2015,95.6
2016,87.5
2017,47.5
2018,48.5
2019,47.5
