UF,PA
Cidade,ALTAMIRA
Nome Posto,MANOEL JORGE  (TERRA PRETA)
Latitude,-6.202222222222223
Longitude,-54.07277777777778
Codigo,654000
Qtd. Anos,21
Ano,Maxima
1999,91.8
2000,110
2001,95
2002,76.3
2003,64.5
2004,40
2005,105
2006,73
2007,78.1
2008,66.6
2009,103.9
2010,76.5
2011,84.1
2012,98
2013,85.2
2014,42
2015,102.8
2016,60.5
2017,138
2018,122
2019,69.2
