UF,PA
Cidade,TERRA ALTA
Nome Posto,TERRA ALTA
Latitude,-1.0386111111111112
Longitude,-47.913333333333334
Codigo,147017
Qtd. Anos,29
Ano,Maxima
1991,76.6
1992,84
1993,66.5
1994,85.3
1995,93.9
1996,116.7
1997,93.3
1998,99
1999,110.9
2000,130
2001,103.8
2002,68.7
2003,94
2004,117.5
2005,117.6
2006,97
2007,109.3
2008,113.8
2009,161.5
2010,95.9
2011,112.3
2012,72.6
2013,102.3
2014,105.1
2015,75.6
2016,73.7
2017,98.1
2018,111.3
2019,97.7
