UF,PA
Cidade,SANTA LUZIA DO PARA
Nome Posto,SANTA LUZIA DO PARA
Latitude,-1.5161111111111112
Longitude,-46.90611111111111
Codigo,146011
Qtd. Anos,26
Ano,Maxima
1994,42.5
1995,110.4
1996,100.5
1997,54.7
1998,90
1999,53.2
2000,58.5
2001,121.4
2002,52.3
2003,49
2004,77.2
2005,117.4
2006,57.8
2007,100.8
2008,54.6
2009,125.3
2010,91.3
2011,117.1
2012,69
2013,70.6
2014,74.6
2015,59.2
2016,52.3
2017,73.5
2018,91.2
2019,64.9
