UF,PA
Cidade,SANTAREM
Nome Posto,BOA VISTA (Paraná do Rio Amazonas)
Latitude,-2.262777777777778
Longitude,-54.52444444444444
Codigo,254010
Qtd. Anos,16
Ano,Maxima
2004,24.3
2005,141.5
2006,111
2007,119.5
2008,127.7
2009,96.9
2010,87.9
2011,72.9
2012,80.9
2013,73.1
2014,118
2015,76
2016,78.3
2017,114.3
2018,112.5
2019,130.5
