UF,PA
Cidade,RIO MARIA
Nome Posto,POSTO DA SERRA
Latitude,-7.506111111111111
Longitude,-50.04472222222222
Codigo,750001
Qtd. Anos,23
Ano,Maxima
1997,75.8
1998,96
1999,83.6
2000,104.9
2001,118.5
2002,108.1
2003,134
2004,128.5
2005,102.4
2006,88.5
2007,98.1
2008,122.5
2009,85.5
2010,72.1
2011,112.5
2012,92.1
2013,126.5
2014,126.7
2015,78.9
2016,79.7
2017,87.7
2018,125.5
2019,102.7
