UF,PA
Cidade,BAIAO
Nome Posto,JOANA PERES
Latitude,-3.015833333333333
Longitude,-49.79666666666667
Codigo,349003
Qtd. Anos,26
Ano,Maxima
1994,86.5
1995,90.8
1996,94.2
1997,38.6
1998,62.7
1999,45.2
2000,50.4
2001,46.4
2002,50.4
2003,36.4
2004,32.7
2005,32.6
2006,407
2007,70.6
2008,53
2009,60
2010,47.9
2011,98.6
2012,96.6
2013,106.7
2014,92.8
2015,60.9
2016,67.2
2017,78.2
2018,101.9
2019,82
