UF,PA
Cidade,MEDICILANDIA
Nome Posto,VILA UNIAO DA FLORESTA
Latitude,-3.5180555555555557
Longitude,-53.14055555555556
Codigo,353002
Qtd. Anos,23
Ano,Maxima
1997,43.2
1998,70.5
1999,140.1
2000,113.1
2001,114.9
2002,77.2
2003,71.8
2004,80
2005,99.9
2006,105.3
2007,98.6
2008,128.3
2009,93.9
2010,102.5
2011,105.7
2012,54.2
2013,63.5
2014,70.8
2015,96.4
2016,70.6
2017,91.7
2018,53.7
2019,31.9
