UF,PA
Cidade,IPIXUNA DO PARA
Nome Posto,PA-256 / RIO CAPIM
Latitude,-2.9483333333333337
Longitude,-47.81444444444444
Codigo,247006
Qtd. Anos,31
Ano,Maxima
1989,115.3
1990,57.5
1991,69.1
1992,108
1993,69
1994,92.6
1995,72.5
1996,108.3
1997,73.1
1998,93
1999,102.7
2000,59
2001,88.3
2002,97
2003,133.5
2004,135
2005,74.5
2006,105.8
2007,96.5
2008,117.8
2009,111.2
2010,86.3
2011,129.5
2012,74.7
2013,74
2014,50
2015,39.5
2016,43
2017,43.2
2018,43.2
2019,46.3
