UF,PA
Cidade,ALMEIRIM
Nome Posto,FAZENDA BELA VISTA
Latitude,-1.0819444444444444
Longitude,-53.1575
Codigo,152006
Qtd. Anos,35
Ano,Maxima
1985,55.5
1986,63.3
1987,67.8
1988,92.1
1989,65.7
1990,47.9
1991,35.2
1992,98.9
1993,92.9
1994,43.5
1995,55.5
1996,64.2
1997,52.9
1998,57.6
1999,42.8
2000,43
2001,53.4
2002,62.7
2003,48.7
2004,99.6
2005,66.8
2006,86.6
2007,88.2
2008,91
2009,60.2
2010,68.1
2011,69.2
2012,84.1
2013,71.5
2014,40.6
2015,70.8
2016,100.7
2017,61.5
2018,141.5
2019,82.9
